Feed Name,Attribute ID,Attribute Name,Feed ID,Technical Data Type,Technical Data Values,Collibra Catalog ID,DGC Data Element,Definition,One Hop Column(s)
GCBM LISTED POSITIONS,T-287-NEG_MTM,NEG_MTM,287,Float,0.0 - 0.0,,,,
GCBM LISTED POSITIONS,T-287-BUY_MTM_NOTIONAL,BUY_MTM_NOTIONAL,287,Float,0.0 - 0.0,,,,
GCBM LISTED POSITIONS,T-287-SELL_MTM_NOTIONAL,SELL_MTM_NOTIONAL,287,Float,0.0 - 0.0,,,,
GCBM LISTED POSITIONS,T-287-LISTED_RWA,LISTED_RWA,287,Float,0.0 - 27745512.34,,,,
GCBM LISTED POSITIONS,T-287-COUNTERPARTY_ACCOUNT,COUNTERPARTY_ACCOUNT,287,String,0013001S,,Counterparty Account,,
GCBM LISTED POSITIONS,T-287-PARTY_ID,PARTY_ID,287,String,BBB02074070,,Party ID,,
GCBM LISTED POSITIONS,T-287-COLLATERAL_GROUP,COLLATERAL_GROUP,287,String,LD2656501,,Product Classification,,
GCBM LISTED POSITIONS,T-287-MTM_CURRENCY,MTM_CURRENCY,287,String,JPY,,,,
GCBM LISTED POSITIONS,T-287-SETTLEMENT_CCY,SETTLEMENT_CCY,287,String,JPY,,,,
Long Term Debt Libra Cashflow,T-289-ROW_ID,ROW_ID,289,Integer,1 - 66146,,Row ID,The row identifier of the dataset.,
Long Term Debt Libra Cashflow,T-289-RUN_ID,RUN_ID,289,Integer,427444 - 1165175,,Run ID,The run number for the table of information.,
Long Term Debt Libra Cashflow,T-289-TABLE_ID,TABLE_ID,289,Integer,289 - 289,,Table ID,The table/feed ID for which the row of information belongs to.,
Long Term Debt Libra Cashflow,T-289-BUSINESS_DATE,BUSINESS_DATE,289,String,11/30/2021 0:00,,COB Date,Close of business date for which the report is run.,
Long Term Debt Libra Cashflow,T-289-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,289,String,N,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
Long Term Debt Libra Cashflow,T-289-DEFAULT_SET_FLAG,DEFAULT_SET_FLAG,289,String,N,,Default Set Flag,Indicates whether the dataset is the default for the run of information.,
Long Term Debt Libra Cashflow,T-289-EXCEPTION_ROW_FLAG,EXCEPTION_ROW_FLAG,289,String,N,,Exception Row Flag,,
Long Term Debt Libra Cashflow,T-289-EXCEPTION_SIGNOFF,EXCEPTION_SIGNOFF,289,String,Y,,Exception Signoff,,
Long Term Debt Libra Cashflow,T-289-MATURITY_DATE,MATURITY_DATE,289,String,None,,Contractual Maturity Date,The maturity date of the instrument.,
Long Term Debt Libra Cashflow,T-289-ENTRY_TS,ENTRY_TS,289,Datetime,2021-11-02 23:17:47.042697 - 2021-12-02 23:39:36.192524,,Entry TS,,
Long Term Debt Libra Cashflow,T-289-CUSIP,CUSIP,289,String,999FTNZB7,,CUSIP,The CUSIP identifier of the instrument.,
Long Term Debt Libra Cashflow,T-289-TAPS_TRADING_ACCOUNT,TAPS_TRADING_ACCOUNT,289,String,07200CT63,,TAPS Trading Account,The firm trading account of the position.,
Long Term Debt Libra Cashflow,T-289-JAN_INFLOW,JAN_INFLOW,289,Float,-2992500000,,,,
Long Term Debt Libra Cashflow,T-289-JAN_OUTFLOW,JAN_OUTFLOW,289,Float,0.0 - 3661330458.0,,,,
Long Term Debt Libra Cashflow,T-289-FEB_INFLOW,FEB_INFLOW,289,Float,-3756125700,,,,
Long Term Debt Libra Cashflow,T-289-FEB_OUTFLOW,FEB_OUTFLOW,289,Float,0.0 - 1290224495.0,,,,
Long Term Debt Libra Cashflow,T-289-MARCH_INFLOW,MARCH_INFLOW,289,Float,-4371574000,,,,
Long Term Debt Libra Cashflow,T-289-MARCH_OUTFLOW,MARCH_OUTFLOW,289,Float,0.0 - 3534098061.27,,,,
Long Term Debt Libra Cashflow,T-289-APR_INFLOW,APR_INFLOW,289,Float,-3487750000,,,,
Long Term Debt Libra Cashflow,T-289-APR_OUTFLOW,APR_OUTFLOW,289,Float,0.0 - 2500000000.0,,,,
Long Term Debt Libra Cashflow,T-289-MAY_INFLOW,MAY_INFLOW,289,Float,-714857062,,,,
Long Term Debt Libra Cashflow,T-289-MAY_OUTFLOW,MAY_OUTFLOW,289,Float,0.0 - 1522656250.0,,,,
Long Term Debt Libra Cashflow,T-289-JUN_INFLOW,JUN_INFLOW,289,Float,-2992500000,,,,
Long Term Debt Libra Cashflow,T-289-JUN_OUTFLOW,JUN_OUTFLOW,289,Float,0.0 - 797563363.0,,,,
Long Term Debt Libra Cashflow,T-289-JULY_INFLOW,JULY_INFLOW,289,Float,-3554002000,,,,
Long Term Debt Libra Cashflow,T-289-JULY_OUTFLOW,JULY_OUTFLOW,289,Float,0.0 - 3507172788.15,,,,
Long Term Debt Libra Cashflow,T-289-AUG_INFLOW,AUG_INFLOW,289,Float,-1400000000,,,,
Long Term Debt Libra Cashflow,T-289-AUG_OUTFLOW,AUG_OUTFLOW,289,Float,0.0 - 1400000000.0,,,,
Long Term Debt Libra Cashflow,T-289-SEP_INFLOW,SEP_INFLOW,289,Float,-2986500000,,,,
Long Term Debt Libra Cashflow,T-289-SEP_OUTFLOW,SEP_OUTFLOW,289,Float,0.0 - 1451812495.0,,,,
Long Term Debt Libra Cashflow,T-289-OCT_INFLOW,OCT_INFLOW,289,Float,-2493750000,,,,
Long Term Debt Libra Cashflow,T-289-OCT_OUTFLOW,OCT_OUTFLOW,289,Float,0.0 - 660239000.0,,,,
Long Term Debt Libra Cashflow,T-289-NOV_INFLOW,NOV_INFLOW,289,Float,-572547847,,,,
Long Term Debt Libra Cashflow,T-289-NOV_OUTFLOW,NOV_OUTFLOW,289,Float,0.0 - 3250000000.0,,,,
Long Term Debt Libra Cashflow,T-289-DEC_INFLOW,DEC_INFLOW,289,String,None,,,,
Long Term Debt Libra Cashflow,T-289-DEC_OUTFLOW,DEC_OUTFLOW,289,String,None,,,,
Long Term Debt Libra Cashflow,T-289-TOTAL_INFLOW,TOTAL_INFLOW,289,String,None,,,,
Long Term Debt Libra Cashflow,T-289-TOTAL_OUTFLOW,TOTAL_OUTFLOW,289,String,None,,,,
Long Term Debt Libra Cashflow,T-289-CURRENCY,CURRENCY,289,String,None,,Currency,The currency the values are respresented in.,
SAP GL IFRS Hierarchy,T-290-ROW_ID,ROW_ID,290,Integer,1 - 20800,,Row ID,The row identifier of the dataset.,
SAP GL IFRS Hierarchy,T-290-RUN_ID,RUN_ID,290,Integer,1164377 - 1269690,,Run ID,The run number for the table of information.,
SAP GL IFRS Hierarchy,T-290-TABLE_ID,TABLE_ID,290,Integer,290 - 290,,Table ID,The table/feed ID for which the row of information belongs to.,
SAP GL IFRS Hierarchy,T-290-BUSINESS_DATE,BUSINESS_DATE,290,String,1/7/2022 0:00,,COB Date,Close of business date for which the report is run.,
SAP GL IFRS Hierarchy,T-290-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,290,String,N,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
SAP GL IFRS Hierarchy,T-290-DEFAULT_SET_FLAG,DEFAULT_SET_FLAG,290,String,N,,Default Set Flag,Indicates whether the dataset is the default for the run of information.,
SAP GL IFRS Hierarchy,T-290-EXCEPTION_ROW_FLAG,EXCEPTION_ROW_FLAG,290,String,N,,Exception Row Flag,,
SAP GL IFRS Hierarchy,T-290-EXCEPTION_SIGNOFF,EXCEPTION_SIGNOFF,290,String,Y,,Exception Signoff,,
SAP GL IFRS Hierarchy,T-290-MATURITY_DATE,MATURITY_DATE,290,String,None,,Contractual Maturity Date,The maturity date of the instrument.,
SAP GL IFRS Hierarchy,T-290-ENTRY_TS,ENTRY_TS,290,Datetime,2021-10-28 01:01:07.877253 - 2023-09-18 01:12:52.060897,,Entry TS,,
SAP GL IFRS Hierarchy,T-290-ORGANIZATIONAL_STRUCTURE,ORGANIZATIONAL_STRUCTURE,290,String,MSGL,,,,
SAP GL IFRS Hierarchy,T-290-SAP_GL_ACCOUNT,SAP_GL_ACCOUNT,290,String,100000,,Sap GL Account,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_DESCRIPTION,GL_ACCOUNT_DESCRIPTION,290,String,CATHAY UNITED BK-CURRENT,,GL Account Description,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_1,GL_ACCOUNT_LEVEL_1,290,String,STATEMENT OF FINANCIAL POSITION,,,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_2,GL_ACCOUNT_LEVEL_2,290,String,TOTAL ASSETS,,,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_3,GL_ACCOUNT_LEVEL_3,290,String,ASSETS,,,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_4,GL_ACCOUNT_LEVEL_4,290,String,CASH AND SHORT-TERM DEPOSITS,,,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_5,GL_ACCOUNT_LEVEL_5,290,String,CASH AND SHORT TERM DEPOSITS - NON SEGREGATED,,,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_6,GL_ACCOUNT_LEVEL_6,290,String,None,,,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_7,GL_ACCOUNT_LEVEL_7,290,String,None,,,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_8,GL_ACCOUNT_LEVEL_8,290,String,None,,,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_9,GL_ACCOUNT_LEVEL_9,290,String,None,,,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_10,GL_ACCOUNT_LEVEL_10,290,String,None,,,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_11,GL_ACCOUNT_LEVEL_11,290,String,None,,,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_12,GL_ACCOUNT_LEVEL_12,290,String,None,,,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_13,GL_ACCOUNT_LEVEL_13,290,String,None,,,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_14,GL_ACCOUNT_LEVEL_14,290,String,None,,,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_15,GL_ACCOUNT_LEVEL_15,290,String,None,,,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_16,GL_ACCOUNT_LEVEL_16,290,String,None,,,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_17,GL_ACCOUNT_LEVEL_17,290,String,None,,,,
SAP GL IFRS Hierarchy,T-290-GL_ACCOUNT_LEVEL_18,GL_ACCOUNT_LEVEL_18,290,String,None,,,,
U.S. Bank FTP Spread Rates,T-291-ROW_ID,ROW_ID,291,Integer,1/12/2023 0:00,,Row ID,The row identifier of the dataset.,
U.S. Bank FTP Spread Rates,T-291-RUN_ID,RUN_ID,291,Integer,1164414 - 1270293,,Run ID,The run number for the table of information.,
U.S. Bank FTP Spread Rates,T-291-TABLE_ID,TABLE_ID,291,Integer,291 - 291,,Table ID,The table/feed ID for which the row of information belongs to.,
U.S. Bank FTP Spread Rates,T-291-BUSINESS_DATE,BUSINESS_DATE,291,String,10/27/2021 0:00,,COB Date,Close of business date for which the report is run.,
U.S. Bank FTP Spread Rates,T-291-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,291,String,N,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
U.S. Bank FTP Spread Rates,T-291-DEFAULT_SET_FLAG,DEFAULT_SET_FLAG,291,String,N,,Default Set Flag,Indicates whether the dataset is the default for the run of information.,
U.S. Bank FTP Spread Rates,T-291-EXCEPTION_ROW_FLAG,EXCEPTION_ROW_FLAG,291,String,N,,Exception Row Flag,,
U.S. Bank FTP Spread Rates,T-291-EXCEPTION_SIGNOFF,EXCEPTION_SIGNOFF,291,String,Y,,Exception Signoff,,
U.S. Bank FTP Spread Rates,T-291-MATURITY_DATE,MATURITY_DATE,291,String,None,,Contractual Maturity Date,The maturity date of the instrument.,
U.S. Bank FTP Spread Rates,T-291-ENTRY_TS,ENTRY_TS,291,Datetime,2021-10-28 03:23:51.989518 - 2023-09-21 03:26:14.192231,,Entry TS,,
U.S. Bank FTP Spread Rates,T-291-COST_CENTRE_LEVEL_5,COST_CENTRE_LEVEL_5,291,String,FIXED INCOME DIVISION,,,,
U.S. Bank FTP Spread Rates,T-291-COST_CENTRE_LEVEL_6,COST_CENTRE_LEVEL_6,291,String,CREDIT CORPORATES PRIMARY,,,,
U.S. Bank FTP Spread Rates,T-291-COST_CENTRE_LEVEL_7,COST_CENTRE_LEVEL_7,291,String,PRIMARY - LOANS,,,,
U.S. Bank FTP Spread Rates,T-291-FTP_TENOR,FTP_TENOR,291,Float,-15.08,,,,
U.S. Bank FTP Spread Rates,T-291-SPREAD,SPREAD,291,Float,-0.03,,Spread,,
Equity Margin Lending,T-292-ROW_ID,ROW_ID,292,Integer,1 - 289,,Row ID,The row identifier of the dataset.,
Equity Margin Lending,T-292-RUN_ID,RUN_ID,292,Float,1164436.0 - 1270351.0,,Run ID,The run number for the table of information.,
Equity Margin Lending,T-292-TABLE_ID,TABLE_ID,292,Integer,292 - 292,,Table ID,The table/feed ID for which the row of information belongs to.,
Equity Margin Lending,T-292-BUSINESS_DATE,BUSINESS_DATE,292,String,10/27/2021 0:00,,COB Date,Close of business date for which the report is run.,
Equity Margin Lending,T-292-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,292,String,N,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
Equity Margin Lending,T-292-DEFAULT_SET_FLAG,DEFAULT_SET_FLAG,292,String,N,,Default Set Flag,Indicates whether the dataset is the default for the run of information.,
Equity Margin Lending,T-292-EXCEPTION_ROW_FLAG,EXCEPTION_ROW_FLAG,292,String,N,,Exception Row Flag,,
Equity Margin Lending,T-292-EXCEPTION_SIGNOFF,EXCEPTION_SIGNOFF,292,String,Y,,Exception Signoff,,
Equity Margin Lending,T-292-MATURITY_DATE,MATURITY_DATE,292,String,None,,Contractual Maturity Date,The maturity date of the instrument.,
Equity Margin Lending,T-292-ENTRY_TS,ENTRY_TS,292,Datetime,2021-10-28 06:03:38.177877 - 2023-09-21 08:21:42.756339,,Entry TS,,
Equity Margin Lending,T-292-LEGAL_ENTITY,LEGAL_ENTITY,292,String,1633,,Entity Code,,
Equity Margin Lending,T-292-FACILITY_IDY,FACILITY_IDY,292,String,#*EV41M4,,Facility IDY,,
Equity Margin Lending,T-292-LOAN_FACILITY_CNTRL_NUMBER,LOAN_FACILITY_CNTRL_NUMBER,292,String,50155,,Loan Facility Control Number,,
Equity Margin Lending,T-292-SECURITY_TYPE,SECURITY_TYPE,292,String,STOCK,,Security Type,,
Equity Margin Lending,T-292-CURRENCY,CURRENCY,292,String,USD,,Currency,The currency the values are respresented in.,
Equity Margin Lending,T-292-CUSIP,CUSIP,292,String,12047B105,,CUSIP,The CUSIP identifier of the instrument.,
Equity Margin Lending,T-292-SECURITY_CATEGORY,SECURITY_CATEGORY,292,String,Equity,,,,
Equity Margin Lending,T-292-MARGIN_TYPE,MARGIN_TYPE,292,String,Third Party Held,,,,
Equity Margin Lending,T-292-MARGIN_ACCOUNT_ENTITY,MARGIN_ACCOUNT_ENTITY,292,String,201,,,,
Equity Margin Lending,T-292-MARKET_VALUE_MX,MARKET_VALUE_MX,292,Float,-1.15439E+11,,Market Value,,
CVA Market Shocks,T-293-ROW_ID,ROW_ID,293,Integer,1 - 153301,,Row ID,The row identifier of the dataset.,
CVA Market Shocks,T-293-RUN_ID,RUN_ID,293,Integer,1164516 - 1164516,,Run ID,The run number for the table of information.,
CVA Market Shocks,T-293-TABLE_ID,TABLE_ID,293,Integer,293 - 293,,Table ID,The table/feed ID for which the row of information belongs to.,
CVA Market Shocks,T-293-BUSINESS_DATE,BUSINESS_DATE,293,String,10/27/2021 0:00,,COB Date,Close of business date for which the report is run.,
CVA Market Shocks,T-293-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,293,String,N,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
CVA Market Shocks,T-293-DEFAULT_SET_FLAG,DEFAULT_SET_FLAG,293,String,N,,Default Set Flag,Indicates whether the dataset is the default for the run of information.,
CVA Market Shocks,T-293-EXCEPTION_ROW_FLAG,EXCEPTION_ROW_FLAG,293,String,N,,Exception Row Flag,,
CVA Market Shocks,T-293-EXCEPTION_SIGNOFF,EXCEPTION_SIGNOFF,293,String,Y,,Exception Signoff,,
CVA Market Shocks,T-293-MATURITY_DATE,MATURITY_DATE,293,String,None,,Contractual Maturity Date,The maturity date of the instrument.,
CVA Market Shocks,T-293-ENTRY_TS,ENTRY_TS,293,Datetime,2021-10-28 18:02:02.183094 - 2021-10-28 18:02:02.183094,,Entry TS,,
CVA Market Shocks,T-293-REPORTING_DATE,REPORTING_DATE,293,String,10/27/2021 0:00,,Reporting Date,,
CVA Market Shocks,T-293-CUSIP,CUSIP,293,String,99E9FPBN5,,CUSIP,The CUSIP identifier of the instrument.,
CVA Market Shocks,T-293-MARKET_SHOCK,MARKET_SHOCK,293,Float,-2,,,,
CVA Market Shocks,T-293-SCENARIO,SCENARIO,293,String,BHC2021_Q1,,Scenario,,
Etrade,T-294-ROW_ID,ROW_ID,294,Integer,1/4/2023 0:00,,Row ID,The row identifier of the dataset.,
Etrade,T-294-RUN_ID,RUN_ID,294,Float,1153918.0 - 1184636.0,,Run ID,The run number for the table of information.,
Etrade,T-294-TABLE_ID,TABLE_ID,294,Integer,294 - 294,,Table ID,The table/feed ID for which the row of information belongs to.,
Etrade,T-294-BUSINESS_DATE,BUSINESS_DATE,294,String,1/6/2023 0:00,,COB Date,Close of business date for which the report is run.,
Etrade,T-294-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,294,String,Y,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
Etrade,T-294-DEFAULT_SET_FLAG,DEFAULT_SET_FLAG,294,String,N,,Default Set Flag,Indicates whether the dataset is the default for the run of information.,
Etrade,T-294-EXCEPTION_ROW_FLAG,EXCEPTION_ROW_FLAG,294,String,None,,Exception Row Flag,,
Etrade,T-294-EXCEPTION_SIGNOFF,EXCEPTION_SIGNOFF,294,String,None,,Exception Signoff,,
Etrade,T-294-MATURITY_DATE,MATURITY_DATE,294,String,None,,Contractual Maturity Date,The maturity date of the instrument.,
Etrade,T-294-ENTRY_TS,ENTRY_TS,294,Datetime,2021-08-18 06:35:28.541959 - 2022-03-09 05:26:08.919943,,Entry TS,,
Etrade,T-294-AS_OF_DATE,AS_OF_DATE,294,String,10/1/2021 0:00,,,,
Etrade,T-294-VERSION,VERSION,294,Integer,0 - 0,,,,
Etrade,T-294-VERSION_ADJ,VERSION_ADJ,294,Integer,0 - 0,,,,
Etrade,T-294-REPORTING_GROUP,REPORTING_GROUP,294,String,NON,,,,
Etrade,T-294-REPORTING_ENTITY,REPORTING_ENTITY,294,String,E*TRADE - All Other Entities,,,,
Etrade,T-294-REPORT_TABLE,REPORT_TABLE,294,String,unsecuredInflowReport,,,,
Etrade,T-294-PID,PID,294,Integer,3/5/2023 0:00,,,,
Etrade,T-294-PRODUCT_CODE,PRODUCT_CODE,294,String,I.U.3,,,,
Etrade,T-294-PRODUCT,PRODUCT,294,String,Required Nostro Accounts,,Product,,
Etrade,T-294-SUB_PRODUCT,SUB_PRODUCT,294,String,None,,,,
Etrade,T-294-COLLATERAL_CLASS,COLLATERAL_CLASS,294,String,None,,,,
Etrade,T-294-COUNTERPARTY_SECTOR,COUNTERPARTY_SECTOR,294,String,Supervised Non-Bank Financial Entity,,,,
Etrade,T-294-MATURITY_BUCKET_START,MATURITY_BUCKET_START,294,String,P0D,,,,
Etrade,T-294-MATURITY_BUCKET_END,MATURITY_BUCKET_END,294,String,P0D,,,,
Etrade,T-294-FORWARD_START_BUCKET,FORWARD_START_BUCKET,294,String,None,,,,
Etrade,T-294-FORWARD_START_BKT_MTY_END,FORWARD_START_BKT_MTY_END,294,String,None,,,,
Etrade,T-294-EFFECTIVE_MTY_BKT_START,EFFECTIVE_MTY_BKT_START,294,String,None,,,,
Etrade,T-294-EFFECTIVE_MTY_BKT_END,EFFECTIVE_MTY_BKT_END,294,String,None,,,,
Etrade,T-294-UNENCUMBERED,UNENCUMBERED,294,String,None,,,,
Etrade,T-294-REHYPHOTHECATED,REHYPHOTHECATED,294,String,None,,,,
Etrade,T-294-INTERNAL,INTERNAL,294,String,0,,,,
Etrade,T-294-INTERNAL_COUNTERPARTY,INTERNAL_COUNTERPARTY,294,String,None,,,,
Etrade,T-294-PRIME_BROKERAGE,PRIME_BROKERAGE,294,String,0,,,,
Etrade,T-294-TREASURY_CONTROL,TREASURY_CONTROL,294,String,None,,,,
Etrade,T-294-INSURED,INSURED,294,String,None,,,,
Etrade,T-294-SETTLEMENT_MECHANISM,SETTLEMENT_MECHANISM,294,String,None,,,,
Etrade,T-294-PUBLIC_COUNTERPARTY,PUBLIC_COUNTERPARTY,294,String,None,,,,
Etrade,T-294-TRIGGER,TRIGGER,294,String,None,,,,
Etrade,T-294-FX_OPTION_DIRECTION,FX_OPTION_DIRECTION,294,String,None,,,,
Etrade,T-294-MARKET_VALUE,MARKET_VALUE,294,Float,0.0 - 0.0,,,,
Etrade,T-294-MARKET_VAL_IN_MILLIONS,MARKET_VAL_IN_MILLIONS,294,Float,0.0 - 0.0,,,,
Etrade,T-294-MARKET_VAL_CURRENCY,MARKET_VAL_CURRENCY,294,String,None,,,,
Etrade,T-294-MARKET_VAL_CNVTD,MARKET_VAL_CNVTD,294,String,None,,,,
Etrade,T-294-MATURITY_AMOUNT,MATURITY_AMOUNT,294,Float,15327267.59 - 551583739.86,,,,
Etrade,T-294-MATURITY_AMOUNT_MILLION,MATURITY_AMOUNT_MILLION,294,Float,15.33 - 551.58,,,,
Etrade,T-294-MATURITY_VAL_CURRENCY,MATURITY_VAL_CURRENCY,294,String,USD,,,,
Etrade,T-294-MATURITY_VAL_CNVTD,MATURITY_VAL_CNVTD,294,String,0,,,,
Etrade,T-294-LENDABLE_VALUE,LENDABLE_VALUE,294,Float,0.0 - 0.0,,,,
Etrade,T-294-LENDABLE_VAL_IN_MILLIONS,LENDABLE_VAL_IN_MILLIONS,294,Float,0.0 - 0.0,,,,
Etrade,T-294-LENDABLE_VAL_CURRENCY,LENDABLE_VAL_CURRENCY,294,String,None,,,,
Etrade,T-294-LENDABLE_VAL_CNVTD,LENDABLE_VAL_CNVTD,294,String,None,,,,
Etrade,T-294-FORWARD_START_AMOUNT,FORWARD_START_AMOUNT,294,String,None,,,,
Etrade,T-294-FORWARD_START_AMOUNT_MILLION,FORWARD_START_AMOUNT_MILLION,294,String,None,,,,
Etrade,T-294-FORWARD_START_VAL_CURRENCY,FORWARD_START_VAL_CURRENCY,294,String,None,,,,
Etrade,T-294-FORWARD_START_VAL_CNVTD,FORWARD_START_VAL_CNVTD,294,String,None,,,,
Etrade,T-294-COLLATERAL_VALUE,COLLATERAL_VALUE,294,Float,0.0 - 0.0,,Collateral Value,,
Etrade,T-294-COLLATERAL_VAL_MILLION,COLLATERAL_VAL_MILLION,294,Float,0.0 - 0.0,,,,
Etrade,T-294-COLLATERAL_VAL_CURRENCY,COLLATERAL_VAL_CURRENCY,294,String,None,,Collateral Currency,,
Etrade,T-294-COLLATERAL_VAL_CNVTD,COLLATERAL_VAL_CNVTD,294,String,None,,,,
Etrade,T-294-BASE_MATURITY_AMOUNT,BASE_MATURITY_AMOUNT,294,Float,0.0 - 0.0,,,,
Etrade,T-294-BASE_MATURITY_AMT_MILLION,BASE_MATURITY_AMT_MILLION,294,Float,0.0 - 0.0,,,,
Etrade,T-294-BASE_MATURITY_AMT_CCY,BASE_MATURITY_AMT_CCY,294,String,None,,,,
Etrade,T-294-BASE_MATURITY_AMT_CNVTD,BASE_MATURITY_AMT_CNVTD,294,String,None,,,,
Etrade,T-294-TARGET_MATURITY_AMOUNT,TARGET_MATURITY_AMOUNT,294,Float,0.0 - 0.0,,,,
Etrade,T-294-TARGET_MATURITY_AMT_MILLION,TARGET_MATURITY_AMT_MILLION,294,Float,0.0 - 0.0,,,,
Etrade,T-294-TARGET_MATURITY_AMT_CCY,TARGET_MATURITY_AMT_CCY,294,String,None,,,,
Etrade,T-294-TARGET_MATURITY_AMT_CNVTD,TARGET_MATURITY_AMT_CNVTD,294,String,None,,,,
Etrade,T-294-BASE_FORWARD_ST_AMT,BASE_FORWARD_ST_AMT,294,Float,0.0 - 0.0,,,,
Etrade,T-294-BASE_FORWARD_ST_AMT_MILLION,BASE_FORWARD_ST_AMT_MILLION,294,Float,0.0 - 0.0,,,,
Etrade,T-294-BASE_FORWARD_ST_VAL_CCY,BASE_FORWARD_ST_VAL_CCY,294,String,None,,,,
Etrade,T-294-BASE_FORWARD_ST_VAL_CNVTD,BASE_FORWARD_ST_VAL_CNVTD,294,String,None,,,,
Etrade,T-294-TARGET_FORWARD_ST_AMT,TARGET_FORWARD_ST_AMT,294,Float,0.0 - 0.0,,,,
Etrade,T-294-TARGET_FORWARD_ST_AMT_MILLION,TARGET_FORWARD_ST_AMT_MILLION,294,Float,0.0 - 0.0,,,,
Etrade,T-294-TARGET_FORWARD_ST_VAL_CCY,TARGET_FORWARD_ST_VAL_CCY,294,String,None,,,,
Etrade,T-294-TARGET_FORWARD_ST_VAL_CNVTD,TARGET_FORWARD_ST_VAL_CNVTD,294,String,None,,,,
Etrade,T-294-ROW_ADJUSTED,ROW_ADJUSTED,294,String,1,,,,
Etrade,T-294-NO_OF_AGGREGATED_RECORDS,NO_OF_AGGREGATED_RECORDS,294,Integer,1/1/2023 0:00,,,,
Etrade,T-294-COMMENT,COMMENT,294,String,E*TRADE Futures LLC,,,,
DELTA STRUCTURED PRODUCT,T-296-ROW_ID,ROW_ID,296,String,,,Row ID,The row identifier of the dataset.,
DELTA STRUCTURED PRODUCT,T-296-RUN_ID,RUN_ID,296,String,,,Run ID,The run number for the table of information.,
DELTA STRUCTURED PRODUCT,T-296-TABLE_ID,TABLE_ID,296,String,,,Table ID,The table/feed ID for which the row of information belongs to.,
DELTA STRUCTURED PRODUCT,T-296-BUSINESS_DATE,BUSINESS_DATE,296,String,,,COB Date,Close of business date for which the report is run.,
DELTA STRUCTURED PRODUCT,T-296-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,296,String,,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
DELTA STRUCTURED PRODUCT,T-296-DEFAULT_SET_FLAG,DEFAULT_SET_FLAG,296,String,,,Default Set Flag,Indicates whether the dataset is the default for the run of information.,
DELTA STRUCTURED PRODUCT,T-296-EXCEPTION_ROW_FLAG,EXCEPTION_ROW_FLAG,296,String,,,Exception Row Flag,,
DELTA STRUCTURED PRODUCT,T-296-EXCEPTION_SIGNOFF,EXCEPTION_SIGNOFF,296,String,,,Exception Signoff,,
DELTA STRUCTURED PRODUCT,T-296-MATURITY_DATE,MATURITY_DATE,296,String,,,Contractual Maturity Date,The maturity date of the instrument.,
DELTA STRUCTURED PRODUCT,T-296-ENTRY_TS,ENTRY_TS,296,String,,,Entry TS,,
DELTA STRUCTURED PRODUCT,T-296-CUSIP,CUSIP,296,String,,,CUSIP,The CUSIP identifier of the instrument.,
DELTA STRUCTURED PRODUCT,T-296-TRADING_NAME_ID,TRADING_NAME_ID,296,String,,,,,
