Report Table Group,Report Table Name,Report Table ID,Reporting Class,Server Name,Schema Name,Table Name,Products,Feed ID,Feed Name,Source Report Table Name,Logic
6G - Order of Allocation,6G - Order of Allocation - Unencumbered Firm,RT-6G-Use-Unencumbered_Firm,6G,nyqd_lmfr_ate,,,,35; 36; 37; 101,Unencumbered Assets - AS; Unencumbered Assets - EU; Unencumbered Assets - NA; Unencumbered Assets - MSSB,,"Type: Use

Unencumbered Assets – AS, Unencumbered Assets – EU, Unencumbered Assets – NA or Unencumbered Assets – MSSB Feed, where Firm Client is “Firm”, Product Hierarchy Level 1 not in (“Cash And Other Equivalents”, “Derivative Contracts”, “DO NOT POST”), Legal Entity not in (NULL, Cusip issuer party ID is a MS legal entity’s party ID) and Product Hierarchy Level 1 not “Referential Instruments”
[Use On BS is Y when Source is Unallocated, else N]
[Use is Cash defaults to Y]
[Maturity Bucket is defaulted to Open]"
6G - Order of Allocation,6G - Order of Allocation - Unencumbered Investment Portfolio,RT-6G-Use-Unencumbered_Investment_Portfolio,6G,nyqd_lmfr_ate,,,,35; 36; 37; 101,Unencumbered Assets - AS; Unencumbered Assets - EU; Unencumbered Assets - NA; Unencumbered Assets - MSSB,,"Type: Use

Unencumbered Assets – AS, Unencumbered Assets – EU, Unencumbered Assets – NA or Unencumbered Assets – MSSB Feed, where Firm Client is “Investment Portfolio” and Product Hierarchy Level 1 not in (“Cash And Other Equivalents”, “Derivative Contracts”, “DO NOT POST”)
[Use On BS is Y when Source is Unallocated, else N]
[Use is Cash defaults to Y]
[Maturity Bucket is defaulted to Open]"
6G - Order of Allocation,6G - Order of Allocation - Unencumbered IP FHLB,RT-6G-Use-Unencumbered_IP_FHLB,6G,nyqd_lmfr_ate,,,,35; 36; 37; 101,Unencumbered Assets - AS; Unencumbered Assets - EU; Unencumbered Assets - NA; Unencumbered Assets - MSSB,,"Type: Use

Unencumbered Assets – AS, Unencumbered Assets – EU, Unencumbered Assets – NA or Unencumbered Assets – MSSB Feed, where Firm Client is “Investment Port FHLB” and Product Hierarchy Level 1 not in (“Cash And Other Equivalents”, “Derivative Contracts”, “DO NOT POST”)
[Use On BS is Y when Source is Unallocated, else N]
[Use is Cash defaults to Y]
[Maturity Bucket is defaulted to Open]"
6G - Order of Allocation,6G - Order of Allocation - Unencumbered IP FRB,RT-6G-Use-Unencumbered_IP_FRB,6G,nyqd_lmfr_ate,,,,35; 36; 37; 101,Unencumbered Assets - AS; Unencumbered Assets - EU; Unencumbered Assets - NA; Unencumbered Assets - MSSB,,"Type: Use

Unencumbered Assets – AS, Unencumbered Assets – EU, Unencumbered Assets – NA or Unencumbered Assets – MSSB Feed, where Firm Client is “Investment Port FRB Borrowing” and Product Hierarchy Level 1 not in (“Cash And Other Equivalents”, “Derivative Contracts”, “DO NOT POST”)
[Use On BS is Y when Source is Unallocated, else N]
[Use is Cash defaults to Y]
[Maturity Bucket is defaulted to Open]"
6G - Order of Allocation,6G - Order of Allocation - Unencumbered Overborrow,RT-6G-Use-Unencumbered_Overborrow,6G,nyqd_lmfr_ate,,,,35; 36; 37; 101,Unencumbered Assets - AS; Unencumbered Assets - EU; Unencumbered Assets - NA; Unencumbered Assets - MSSB,,"Type: Use

Unencumbered Assets – AS, Unencumbered Assets – EU, Unencumbered Assets – NA or Unencumbered Assets – MSSB Feed, where Firm Client is “Overborrow” and Product Hierarchy Level 1 not in (“Cash And Other Equivalents”, “Derivative Contracts”, “DO NOT POST”)
[Use On BS is Y when Source is Unallocated, else N]
[Use is Cash defaults to Y]
[Maturity Bucket is defaulted to Open]"
6G - Order of Allocation,6G - Order of Allocation - Unencumbered Treasury Sec Pool,RT-6G-Use-Unencumbered_Treasury_Sec_Pool,6G,nyqd_lmfr_ate,,,,35; 36; 37; 101,Unencumbered Assets - AS; Unencumbered Assets - EU; Unencumbered Assets - NA; Unencumbered Assets - MSSB,,"Type: Use

Unencumbered Assets – AS, Unencumbered Assets – EU, Unencumbered Assets – NA or Unencumbered Assets – MSSB Feed, where Firm Client is “Treasury Liq Pool” and Product Hierarchy Level 1 not in (“Cash And Other Equivalents”, “Derivative Contracts”, “DO NOT POST”)
[Use On BS is Y when Source is Unallocated, else N]
[Use is Cash defaults to Y]
[Maturity Bucket is defaulted to Open]"
6G - Product,6G - Outflows -  Deposits - Less Stable Affiliated Sweep Account Balances,RT-6G-OD-10,6G,nyqd_lmfr_ate,,,Less Stable Affiliated Sweep Account Balances,146; 230; 262; 321; 337,Global Currency Deposits; Bank Deposits Program (BDP); Third Party Deposits; Etrade Deposits RBDP; Fully Paid Lending,,"Bank Deposits Program Feed, where Product Name is not ‘RECIPROCAL’
Global Currency Deposits Feed [no constraints]

Etrade Deposits RBDP Feed, where Counterparty Type is not “Municipalities”, Brokered Deposit Indicator is “Y”, Reciprocal Deposit Indicator is “N”, Affiliate Indicator is “Y”, and (Product Name is “FPL” and Transactional Deposit Flag is “N”, OR Product Name not “FPL”)

Third Party Deposits Feed, where Business Segment Starts with ‘RECIPROCAL’ and Uninsured Amount USD > 0

FULLY PAID LENDING Feed [no constraints]"
6G - Product,6G - Outflows -  Deposits - Non-Affiliated Sweep Accounts,RT-6G-OD-11,6G,nyqd_lmfr_ate,,,Non-Affiliated Sweep Accounts,262,Third Party Deposits,,"Third Party Deposits Feed  where Business Segment Starts not ‘RECIPROCAL’ and Insured Flag ≠ ‘FDIC’ and Insured Amount USD not > 0, or Business Segment does not start with ‘RECIPROCAL’ and Uninsured Amount USD not > 0"
6G - Product,6G - Outflows -  Deposits - Non-Operational Account Balances,RT-6G-OD-6,6G,nyqd_lmfr_ate,,,Non-Operational Account Balances,25; 44; 180; 232; 256; 312; 321,Derivatives Collateral; Triton Money Markets; PWM Loans and Deposits; Savings Deposit Program (SDP); BTB Cash; Omni Renovated GL Balances; Etrade Deposits RBDP,,"PWM Loans and Deposits Feed, where Version is “T24”, Legal Entity in (“7713”, “7714”, “7715”), Counterparty not in (“Retail”, “Small Business”) and PB Cash Value USD < 0 (on Legal Entity, Counterparty BBB ID and Currency basis)
Derivatives Collateral Feed, where Counterparty Account in (“027AAZBE7”, “027X000A5”, “027X000V9”, “027XAABK8”)

BTB Cash (Daily) Feed, where feedProduct is not in (""OVERDRAFT"", ""DREC""), counterparty is not “Central Bank”, TenQ Level 4 in (“Interest Bearing Deposits”, “Non-Interest Bearing Deposits”) and (TAPS Trading Account in (“098A006K1”, “098330VU4”) OR GL Account in (“102560”,”100374”))

BTB Cash (Daily ETrade) Feed, where feedProduct is not in (""OVERDRAFT"", ""DREC""), counterparty is not “Central Bank”, TenQ Level 4 in (“Interest Bearing Deposits”, “Non-Interest Bearing Deposits”) and Counterparty = BBB00311594

Triton Money Markets Feed, where counterparty is not “Central Bank”, TenQ Level 4 in (“Interest Bearing Deposits”, “Non-Interest Bearing Deposits”) and Cost Centre is “5C55”

Etrade Deposits RBDP Feed, where Counterparty_Type not in (“Retail”, “Small Business”, “Municipalities”) and Brokered Deposit Indicator is “N”

Omni Renovated GL Balances Feed, where Legal Entity is “6635”, Cost Centre is “N022” and Account is “201494”

Savings Deposit Program Feed, where Counterparty_Type not in (“Retail”, “Small Business”)"
6G - Product,6G - Outflows -  Deposits - Non-Reciprocal Brokered Accounts,RT-6G-OD-8,6G,nyqd_lmfr_ate,,,Non-Reciprocal Brokered Accounts,108; 210; 271; 321,Brokered CD; Structured CD - SD Feed; FID Structured CD SD; Etrade Deposits RBDP,,"Brokered CD Feed, where Issue Date <= Business Date
Debt Structured CD SD Feed, where Issuance Buy Back Type is “ISSUANCE” 
FID Structured CD SD Feed, where Funding Indicator is “Issuance”
Etrade Deposits RBDP Feed, where Counterparty_Type is not “Municipalities”, Brokered Deposit Indicator is “Y”, Reciprocal Deposit Indicator is “N” and Affiliate Indicator is “N”"
6G - Product,6G - Outflows -  Deposits - Non-Transactional Non-Relationship Accounts,RT-6G-OD-3,6G,nyqd_lmfr_ate,,,Non-Transactional Non-Relationship Accounts,321,Etrade Deposits RBDP,,"Etrade Deposits RBDP Feed, where Counterparty_Type in (“Retail”, “Small Business”), Brokered Deposit Indicator is “N”, Transactional Deposit Indicator is “N” and (Pre-existing Relationship Indicator is “N” or Stable Indicator is “N”) "
6G - Product,6G - Outflows -  Deposits - Non-Transactional Relationship Accounts,RT-6G-OD-2,6G,nyqd_lmfr_ate,,,Non-Transactional Relationship Accounts,180; 321,PWM Loans and Deposits; Etrade Deposits RBDP,,"PWM Loans and Deposits Feed, where Version is “T24”, Legal Entity in (“7713”, “7714”, “7715”), Counterparty in (“Retail”, “Small Business”) and PB Cash Value USD < 0 (on Legal Entity, Counterparty BBB ID and Currency basis)
Etrade Deposits RBDP Feed, where Counterparty_Type in (“Retail”, “Small Business”), Brokered Deposit Indicator is “N”, Transactional Deposit Indicator is “N” and (Pre-existing Relationship Indicator is “Y” or Stable Indicator is “Y”)"
6G - Product,6G - Outflows -  Deposits - Other Third‐Party Deposits,RT-6G-OD-14,6G,nyqd_lmfr_ate,,,Other Third‐Party Deposits,232,Savings Deposit Program (SDP),,"Savings Deposit Program Feed, where Counterparty Type in (“Retail”, “Small Business”)"
6G - Product,6G - Outflows -  Deposits - Reciprocal Accounts,RT-6G-OD-13,6G,nyqd_lmfr_ate,,,Reciprocal Accounts,262; 321,Third Party Deposits; Etrade Deposits RBDP,,"Etrade Deposits RBDP Feed, where Counterparty Type is not “Municipalities”, Brokered Deposit Indicator is “Y” and Reciprocal Deposit Indicator is “Y”
Third Party Deposits Feed, where Business Segment starts with ‘RECIPROCAL’, Insured Flag = ‘FDIC’ and Insured Amount USD > 0"
6G - Product,6G - Outflows -  Deposits - Transactional Accounts,RT-6G-OD-1,6G,nyqd_lmfr_ate,,,Transactional Accounts,321,Etrade Deposits RBDP,,"Etrade Deposits RBDP Feed, where Counterparty_Type in (“Retail”, “Small Business”), Brokered Deposit Indicator is “N” and Transactional Deposit Indicator is “Y” "
6G - Product,6G - Outflows -  Other - Collateral Called for Delivery,RT-6G-OO-2,6G,nyqd_lmfr_ate,,,Collateral Called for Delivery,87,Portfolio Agreement,,"Portfolio Agreement Feed, where Task Type is “Margin Call Anticipation” and Margin Call Date not NULL"
6G - Product,6G - Outflows -  Other - Credit Facilities,RT-6G-OO-4,6G,nyqd_lmfr_ate,,,Credit Facilities,33; 34; 76; 79; 125; 142; 186; 187; 233,Loan IQ - Drawn; Loan IQ - Undrawn; Off Bal Sheet Com and Guarantees; Repos - BRM; GWM Mortgages; CRE Loans; GWM Loans - TL; GWM Loans - PLA/LAL; Fronting and Participation,,"CRE Loans Feed, where Status in (“Forward”, “Commitment-No Lock” & “Commitment-RATELOCK”), Product Type not “IO Strip” and Currency not NULL; 
GWM Loans - PLA/LAL Feed, where Loan Coll Ind is “L” and Maturity Date > Reporting Date; 
GWM Loans - TL Feed, where Loan Coll Ind is “L” ; 
GWM Mortgages, where Is Heloc is “Y” and Collateral Value > 0; 
Loan IQ – Drawn (where Risk Type not “Interest Only Strip” and Is Being Renewed = “N” and facilityType = “Credit” and Loan Amount Funded USD > 0 and loanAmountUnfundedUsd is not Null) or (where Risk Type not “Interest Only Strip” and facilityType = “liquidity” and counterparty Name in (“NATIONAL SECURITIES CLEARING CORPORATION”, “THE DEPOSITORY TRUST COMPANY”) and Loan Amount Funded USD > 0 and loanAmountUnfundedUsd is not Null); 
Loan IQ – Undrawn (where dealId is not “MSCI (11/14 A1 8/16 A2 05/18)” and Is Being Renewed = “N” and facilityType = “Credit” and Loan Amount Funded USD > 0 and loanAmountUnfundedUsd is not Null) or (where dealId is not “MSCI (11/14 A1 8/16 A2 05/18)” and facilityType = “liquidity” and counterparty Name in (“NATIONAL SECURITIES CLEARING CORPORATION”, “THE DEPOSITORY TRUST COMPANY”) and Loan Amount Funded USD > 0 and loanAmountUnfundedUsd is not Null);
Fronting and Participation – Loans Feeds where facilityType = “Credit” or where facilityType = “Liquidity” and counterparty Name in (“NATIONAL SECURITIES CLEARING CORPORATION”, “THE DEPOSITORY TRUST COMPANY”).
With regards to the above, Contractual Fronting Exposures and Sub-participations require to be disaggregated.  To avoid double counting, this population is removed from the values derived from the Loan IQ – Drawn and Loan IQ – Undrawn Feeds.  These facilities are identified on the basis of Deal ID, Counterparty, Legal Entity, Currency and Maturity Date.
Off Bal Sheet Com and Guarantees Feed, where Summary Line in (“Business Scape”, “Commercial and residential"", “Investment Activities”, “Letters of credit and oth”, “Other Commitments”, “Underwriting Commitments”); 
Repos – BRM Feed, where Trade Type is “MTA” "
6G - Product,6G - Outflows -  Other - Derivative Payables,RT-6G-OO-1,6G,nyqd_lmfr_ate,,,Derivative Payables,94,CVA Expected Cashflows,,"CVA Expected Cashflows Feed
Scenario is ""Base"", Reporting Plane ID is 0, Feed Version is ""uncoll"" and Metric like (CFPAY%, CFRECEIVE%)) or (Feed Version is ""ra"", Time Horizon >=271, Time Horizon <=365 and Metric like PECF_%) and Not on Exclusion list
Exclusion list is based on following Netting id: 
2546547, 2546546, 0617U0NZ6, 0617U0O02, 0617U0AX5, 0617U0AV9

Netting: 
- Single value calculated (as driven by Net Gross Indicator as “N” or “G” for Netting Allowed or Disallowed) per Netting ID, Time Horizon, Currency and (for Net Gross Indicator as “G”) Metric < 0 then report under O.O.1 
- Netting is on a Netting Group ID, Counterparty and Time Horizon Basis. For currency reporting, netting is also based on currency.
Netting group IDs starting with ETP% are considered for netting, where Net Gross Indicator is “N”.
Netting group IDs starting with ETP% are not considered for netting, where Net Gross Indicator is “G”."
6G - Product,6G - Outflows -  Other - Excess Margin,RT-6G-OO-17,6G,nyqd_lmfr_ate,,,Excess Margin,165; 173,PB Margin Excess; WM Margin,,"WM Margin Feed, where Margin Type is “Excess Margin”
PB Margin Excess Feed , where Flow Indicator is “E”"
6G - Product,6G - Outflows -  Other - Interest and Dividends Payable,RT-6G-OO-19,6G,nyqd_lmfr_ate,,,Interest and Dividends Payable,43; 207; 208,Triton Sub-Debt; Interest Payable-Receivable; Dividends Payable-Receivable,,"Dividends Payable-Receivable & Interest Payable-Receivable Feeds, where GL Account begins “2”
Triton Sub-Debt Feed, where MX Cash Value < 0"
6G - Product,6G - Outflows -  Other - Liquidity Facilities,RT-6G-OO-5,6G,nyqd_lmfr_ate,,,Liquidity Facilities,33; 34; 233; 307; 308; 309; 310,Loan IQ - Drawn; Loan IQ - Undrawn; Fronting and Participation; Tender Option Bonds Floater Notes; Tender Option Bonds Collateral; Tender Option Bonds Residual; Tender Option Bonds Floater Investor,,"Loan IQ – Drawn (where Risk Type not “Interest Only Strip” and Loan Amount Funded USD is > 0 and loanAmountUnfundedUsd is not Null); 

Loan IQ – Undrawn (where dealId is not “MSCI (11/14 A1 8/16 A2 05/18)” and Loan Amount Funded USD > 0 and loanAmountUnfundedUsd is not Null);

Fronting and Participation – Loans Feeds where facilityType = ‘Liquidity’; 

Tender Option Bonds Floater Investor, Tender Option Bonds Residual, Tender Option Bonds Collateral & Tender Option Bonds Floater Notes Feeds are joined via TRUST_ID; where Program is “Customer”

With regards to the above, Contractual Fronting Exposures and Sub-participations require to be disaggregated.  To avoid double counting, this population is removed from the values derived from the Loan IQ – Drawn and Loan IQ – Undrawn Feeds.  These facilities are identified on the basis of Deal ID, Counterparty, Legal Entity, Currency and Maturity Date"
6G - Product,6G - Outflows -  Other - Loss of Rehypothecation Rights Due to a 1 Notch Downgrade,RT-6G-OO-9,6G,nyqd_lmfr_ate,,,Loss of Rehypothecation Rights Due to a 1 Notch Downgrade,47,Downgrade Triggers,,"Downgrade Triggers Feed, where Notch DG is “1”"
6G - Product,6G - Outflows -  Other - Loss of Rehypothecation Rights Due to a 2 Notch Downgrade,RT-6G-OO-10,6G,nyqd_lmfr_ate,,,Loss of Rehypothecation Rights Due to a 2 Notch Downgrade,47,Downgrade Triggers,,"Downgrade Triggers Feed, where Notch DG is “2”"
6G - Product,6G - Outflows -  Other - Loss of Rehypothecation Rights Due to a 3 Notch Downgrade,RT-6G-OO-11,6G,nyqd_lmfr_ate,,,Loss of Rehypothecation Rights Due to a 3 Notch Downgrade,47,Downgrade Triggers,,"Downgrade Triggers Feed, where Notch DG is “3”"
6G - Product,6G - Outflows -  Other - Loss of Rehypothecation Rights Due to a Change in Financial Condition,RT-6G-OO-12,6G,nyqd_lmfr_ate,,,Loss of Rehypothecation Rights Due to a Change in Financial Condition,47,Downgrade Triggers,,"Downgrade Triggers Feed, where Notch DG is “10”"
6G - Product,6G - Outflows -  Other - MTM Impact on Derivative Positions,RT-6G-OO-8,6G,nyqd_lmfr_ate,,,MTM Impact on Derivative Positions,168,Derivatives MTM HLBA,,"Derivatives MTM HLBA Feed, where Primary Account is “MAX24M”"
6G - Product,6G - Outflows -  Other - Net 30-Day Derivative Payables,RT-6G-OO-20,6G,nyqd_lmfr_ate,,,Net 30-Day Derivative Payables,94; 95,CVA Expected Cashflows; CVA Margin Requirements,,"CVA Expected Cashflows & CVA Margin Requirements Feeds, where Version is “Net30”, Not on Exclusion List, Reporting Plane ID = 0, Scenario is “base”, Metric in (CFPAYMEAN_%, CFRECEIVEMEAN_%, FNFLOWMEAN_%), Time Horizon in (0 to 29) and Future value is not 0

Single value calculated (as driven by Net Gross Indicator as “N” or “G” for Netting Allowed or Disallowed) per Netting ID, Time Horizon, Currency and (for Net Gross Indicator as “G”) Metric < 0

CVA Expected Cashflows Feed
Scenario is ""Base"", Reporting Plane ID is 0, Feed Version is ""ra"", Time Horizon = 9999, Metric like PECE_%), Not on Exclusion List and Future value is not 0
Exclusion list is based on following Netting id: 
2546547, 2546546, 0617U0NZ6, 0617U0O02, 0617U0AX5, 0617U0AV9  
Single value calculated per Netting ID"
6G - Product,6G - Outflows -  Other - Other Cash Outflows,RT-6G-OO-22,6G,nyqd_lmfr_ate,,,Other Cash Outflows,,Manual Cash Outflows,,"Material, exceptional other cash flows are monitored regularly with Treasury and reported under O.O.22 as necessary.  This includes dividends declared on the U.S. Banks.
This is presently manually sourced."
6G - Product,6G - Outflows -  Other - Other Outflows Related to Structured Transactions,RT-6G-OO-21,6G,nyqd_lmfr_ate,,,Other Outflows Related to Structured Transactions,,,,"No value is presently reported. The assessment will be monitored on a periodic basis through reviewing movement in new non-consolidated VIE exposures, as provided by FSS Disclosures."
6G - Product,6G - Outflows -  Other - Retail Mortgage Commitments,RT-6G-OO-6,6G,nyqd_lmfr_ate,,,Retail Mortgage Commitments,,Manual GWM Mortgages,,"Manual GWM Mortgages Dataset, obtained from Liquidity Coverage Ratio Daily Report Email from Home Loans Group"
6G - Product,6G - Outflows -  Other - TBA Purchases,RT-6G-OO-3,6G,nyqd_lmfr_ate,,,TBA Purchases,86,Tbas,,"Tbas Feed, where Buy Sell Ind is “B” and Product like 99X% and DLG_NAME NOT IN ('Morgan Stanley Private Bank NA', 'Morgan Stanley Bank NA') AND RELATED_DLG_NAME NOT IN ('Morgan Stanley Private Bank NA', 'Morgan Stanley Bank NA')

Intercompany replication logic (from I.O.3)
Where 6G_CODE is 'I.O.3' AND DLG_NAME='Morgan Stanley and Co LLC' AND RELATED_DLG_NAME='Morgan Stanley and Co International plc' create 6G_CODE is 'O.O.3' AND DLG_NAME=' Morgan Stanley and Co International plc ' AND RELATED_DLG_NAME=' Morgan Stanley and Co LLC ' AND 6G_CODE is 'I.O.3' AND DLG_NAME=' Morgan Stanley and Co International plc ' AND RELATED_DLG_NAME='External'"
6G - Product,6G - Outflows -  Other - Total Collateral Required Due to a 1 Notch Downgrade,RT-6G-OO-13,6G,nyqd_lmfr_ate,,,Total Collateral Required Due to a 1 Notch Downgrade,47,Downgrade Triggers,,"Downgrade Triggers Feed, where Notch DG is “1”"
6G - Product,6G - Outflows -  Other - Total Collateral Required Due to a 2 Notch Downgrade,RT-6G-OO-14,6G,nyqd_lmfr_ate,,,Total Collateral Required Due to a 2 Notch Downgrade,47,Downgrade Triggers,,"Downgrade Triggers Feed, where Notch DG is “2”"
6G - Product,6G - Outflows -  Other - Total Collateral Required Due to a 3 Notch Downgrade,RT-6G-OO-15,6G,nyqd_lmfr_ate,,,Total Collateral Required Due to a 3 Notch Downgrade,47,Downgrade Triggers,,"Downgrade Triggers Feed, where Notch DG is “3”"
6G - Product,6G - Outflows -  Other - Total Collateral Required Due to a Change in Financial Condition,RT-6G-OO-16,6G,nyqd_lmfr_ate,,,Total Collateral Required Due to a Change in Financial Condition,47,Downgrade Triggers,,"Downgrade Triggers Feed, where Notch DG is “10”"
6G - Product,6G - Outflows -  Other - Unfunded Term Margin,RT-6G-OO-18,6G,nyqd_lmfr_ate,,,Unfunded Term Margin,165; 173,PB Margin Excess; WM Margin,,"WM Margin Feed, where Margin Type is “Unfunded Term Margin”
PB Margin Excess Feed, where Flow Indicator is “D”"
6G - Product,6G - Outflows -  Secured - Collateral Swaps,RT-6G-OS-4,6G,nyqd_lmfr_ate,,,Collateral Swaps,71; 79,Stock Loan - BRM; Repos - BRM,6G - Order of Allocation - Repo; 6G - Order of Allocation - Stock Loan,"OOFA Use is “Repo” and OOFA Use is Cash is “N” (App C-III)

OOFA Use is “Repo” and COUNTERPARTY_ID = 'BBB00238530' AND TRADE TYPE IN ('BVF', 'PLG', 'APLG') and OOFA Use is Cash “Y”.

OOFA Use is “Stock Loan” and OOFA Use is Cash is “N” (App C-III)

Uncollateralized Loans
Repos - BRM Feed, where Sec Fin Exclude (App C-III) is NULL, Flow Ind is “S” and TAPS Trading Account is “07700A0T3”"
6G - Product,6G - Outflows -  Secured - Customer Shorts,RT-6G-OS-7,6G,nyqd_lmfr_ate,,,Customer Shorts,162; 203,PB Global Assets; WM Shorts Longs,6G - Order of Allocation - Client Long PB; 6G - Order of Allocation - Client Long WM; 6G - Order of Allocation - NCSA Short,"OOFA Use in (“Client Short PB”, “Client Short WM”, “NCSA Short”) (App C-III)

WM Longs Shorts Feed, where DLG in (ETS, ETALLOTH), where Settled_Unsettled_Flag is “SCS” or “UCS”"
6G - Product,6G - Outflows -  Secured - Exceptional Central Bank Operations,RT-6G-OS-6,6G,nyqd_lmfr_ate,,,Exceptional Central Bank Operations,79; 105,Repos - BRM; Stock Loan/Repo-MSSB,,"For Non Bank Entities Manual Product, adjusted from O.S.1, where Counterparty Name is “Federal Reserve Bank”

For Bank Entities Manual Product, adjusted based on advice from Corporate Treasury"
6G - Product,6G - Outflows -  Secured - FHLB Advances,RT-6G-OS-5,6G,nyqd_lmfr_ate,,,FHLB Advances,79; 105,Repos - BRM; Stock Loan/Repo-MSSB,,"Manual Product, adjusted from O.S.1, where Counterparty Name is “Federal Home Loan Bank of New York”"
6G - Product,6G - Outflows -  Secured - Firm Shorts,RT-6G-OS-8,6G,nyqd_lmfr_ate,,,Firm Shorts,48; 89; 125; 203; 330,Pending Trades; Internal Coverage; GWM Mortgages; WM Shorts Longs; Failed Settlements,6G - Order of Allocation - Firm Short,"OOFA Use is “Firm Short” (App C-III)

WM Shorts Longs Feed, where Settled Unsettled Flag is “UFS”

Pending Trades Feed, where Trade Date <= Reporting Date, Start Date > Reporting Date, End Date >= Reporting Date, Product Hierarchy Level 1 not “Derivative Contracts”, CUSIPs not like 99X% and (Net Sell Trades  or (Nettable is “False” and Flow Ind is “S”)) 

GWM Mortgages Feed, where Mortgage Lifecycle is “FORWARD_SALE”

Failed Settlements Feed, where Global COA Level 2= ""ASSETS"""
6G - Product,6G - Outflows -  Secured - Other Secured Financing Transactions,RT-6G-OS-11,6G,nyqd_lmfr_ate,,,Other Secured Financing Transactions,79,Repos - BRM,6G - Order of Allocation - Repo; 6G - Order of Allocation - Customer Affiliate Short; 6G - Order of Allocation - Firm Bank Loans,"OOFA Use is “Repo”, OOFA Source not “Firm Bank Loans”, Trade Type not in (“APRP”, “BSB”, “DTC”, “GEN”, “MEG”, “MGN”, “MTA”, “PBX”, “PRP”, “PVR”, “REP”, “RGC”, “RVF”, “APLG”, “BCI”, “BVC”, “BVF”, “BVM”, “BVU”, “PLG”, “SLC”, “TKR”, “CAR”, “DRV”, “CCL”, “REK”, “MMK”, “CLF”, “CLP”, “PLD”, “LNT”, “SLF”, “SLK”, “EXC”, “EXN”) and OOFA Use is Cash is “Y” (App C-III)

OOFA Use is “Firm Bank Loans” and Use is Cash “Y” (App C-III)

OOFA Use is “Customer Affiliate Short” (App C-III)

Repos-BRM Feed, where Start Date > Reporting Date, Sec Fin Exclude (App C-III) is NULL, Flow Ind is “S” and Trade Type not in (“APRP”, “BSB”, “DTC”, “GEN”, “MEG”, “MGN”, “MTA”, “PBX”, “PRP”, “PVR”, “REP”, “RGC”, “RVF”, “APLG”, “BCI”, “BVC”, “BVF”, “BVM”, “BVU”, “PLG”, “SLC”, “TKR”, “CAR”, “DRV”, “CCL”, “REK”, “MMK”, “CLF”, “CLP”, “PLD”, “LNT”, “SLF”, “SLK”, “EXC”, “EXN”) (App C-III) and Funding Calc Category is “Cash”"
6G - Product,6G - Outflows -  Secured - Repo,RT-6G-OS-1,6G,nyqd_lmfr_ate,,,Repo,79; 105,Repos - BRM; Stock Loan/Repo-MSSB,6G - Order of Allocation - Repo,"OOFA Use is “Repo”, OOFA Source not “Firm Bank Loans”, Trade Type in (“APRP”, “BSB”, “GEN”, “MEG”, “MGN”, “PBX”, “PRP”, “PVR”, “REP”, “RGC”, “RVF”, “CAR”, “DRV”, “CCL”, “REK”, “MMK”, “CLF”, “CLP”, “PLD”) and OOFA Use is Cash is “Y” (App C-III)

GCF Gross Up Exclusion, LEGAL_ENTITY = 0201 and COUNTERPARTY_ID = BBB01807140 and TRI_PARTY_IND = TriParty
Repos-BRM Feed, where Start Date>Reporting Date, Sec Fin Exclude (App C-III) is NULL, Flow Ind is “S”, Trade Type in (“APRP”, “BSB”, “GEN”, “MEG”, “MGN”, “PBX”, “PRP”, “PVR”, “REP”, “RGC”, “RVF”, “CAR”, “DRV”, “CCL”, “REK”, “MMK”, “CLF”, “CLP”, “PLD”) (App C-III) and Funding Calc Category is “Cash” 
Stock Loan/Repo-MSSB Feed, where Start Date>Reporting Date, Sec Fin Exclude (App C-III) is NULL, Flow Ind is “S”, Trade Type is “REP” and Funding Calc Category is “Cash” "
